,"dateUpdated","timeUpdated","brand","categories","colors","name","isSale","offer"
"AWpIT6nWJbEilcB6OXW8","2019-04-23","2019-04-23T03:12:29Z","Static Footwear","Womens Shoes,Clothing,All Womens Shoes,Shoes","BURGUNDY","Static Footwear Harry-1 Women's Slip On Block Heel Loafers",,"Online only"
"AWpIPx8xM263mwCq71nG","2019-04-23","2019-04-23T03:12:29Z","Static Footwear","Womens Shoes,Clothing,All Womens Shoes,Shoes","KHAKI,Khaki","Static Footwear Harry-1 Women's Slip On Block Heel Loafers",,"Online only"
"AWpIQEhZJbEilcB6OVGK","2019-04-23","2019-04-23T03:12:24Z","X2B","Womens Shoes,Clothing,All Womens Shoes,Shoes","KHAKI,Khaki","X2B FG04 Women's Slip On Block Heel Loafers",,"Online only"
"AWpIQeZfM263mwCq72AR","2019-04-23","2019-04-23T03:12:20Z","Coach","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","coach womens farrell closed toe loafers",,"Online only"
"AWpIS9sj0U_gzG0hg2gA","2019-04-23","2019-04-23T03:12:09Z","Ros Hommerson","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Stretch / Patent","Ros Hommerson Womens Carol Closed Toe Loafers",,"Online only: 69% off"
"AWpIef9zAGTnQPR7tIav","2019-04-23","2019-04-23T03:04:34Z","UGG","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","UGG Lively Women's Peep Toe Wedge Slide Sandals 1019894",,"Online only"
"AWpIZ2lKAGTnQPR7tFOY","2019-04-23","2019-04-23T03:02:20Z","Qupid","Clothing,Shoes,Womens Shoes,All Womens Shoes","Nutmeg","Qupid Sochi-133 Womens Nubuck Side Zipper Ankle Bootie",,"Online only"
"AWpEbBkcAGTnQPR7s6U6","2019-04-22","2019-04-22T09:27:26Z","Nature Breeze","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Leatherette","Nature Breeze AC09 Women Leatherette Slouchy Thigh High Boot",,"Online only"
"AWpEgO7wJbEilcB6OO2j","2019-04-22","2019-04-22T09:22:28Z","Dr. Scholl's Shoes","Clothing,Shoes,Womens Shoes,All Womens Shoes","Oxide Suede","Dr Scholl's Womens Scout Fashion Loafers",,"Online only"
"AWpEgvU0JbEilcB6OO4H","2019-04-22","2019-04-22T09:21:36Z","Delicious","Clothing,Shoes,Womens Shoes,All Womens Shoes","Dark Sand","Delicious Ibiza S Womens Open Toe Caged Chunky Heel",,"Online only"
"AWpEafBqAGTnQPR7s54e","2019-04-22","2019-04-22T09:21:30Z","Soft Style by Hush Puppies","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Paisley Patent","Soft Style by Hush Puppies Womens Valda Toe Cap Oxfords",,"Online only"
"AWpEYPMO0U_gzG0hgqz4","2019-04-22","2019-04-22T09:21:18Z","Enimay","Clothing,Shoes,Womens Shoes,All Womens Shoes","Red","Canvas Lace Up Flat Slip On Boat Comfy Round Toe Sneaker Tennis Shoe Denim Blue Size 5.5",,"Online only"
"AWpEZCm70U_gzG0hgrUp","2019-04-22","2019-04-22T09:21:17Z","Enimay","Clothing,Shoes,Womens Shoes,All Womens Shoes","Light Pink","Canvas Lace Up Flat Slip On Boat Comfy Round Toe Sneaker Tennis Shoe Denim Blue Size 5.5",,"Online only"
"AWpEZ0toM263mwCq7tDi","2019-04-22","2019-04-22T09:21:17Z","Enimay","Clothing,Shoes,Womens Shoes,All Womens Shoes","Burgundy","Canvas Lace Up Flat Slip On Boat Comfy Round Toe Sneaker Tennis Shoe Denim Blue Size 5.5",,"Online only"
"AWpEluJsJbEilcB6OQes","2019-04-22","2019-04-22T09:21:16Z","Enimay","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Floral","Canvas Lace Up Flat Slip On Boat Comfy Round Toe Sneaker Tennis Shoe Denim Blue Size 5.5",,"Online only"
"AWpEXkFjM263mwCq7rfw","2019-04-22","2019-04-22T09:21:16Z","Enimay","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Tropical Floral","Canvas Lace Up Flat Slip On Boat Comfy Round Toe Sneaker Tennis Shoe Denim Blue Size 5.5",,"Online only"
"AWpEl0DEJbEilcB6OQe7","2019-04-22","2019-04-22T09:21:15Z","Enimay","Clothing,Shoes,Womens Shoes,All Womens Shoes","Denim Floral","Canvas Lace Up Flat Slip On Boat Comfy Round Toe Sneaker Tennis Shoe Denim Blue Size 5.5",,"Online only"
"AWpEW367JbEilcB6OKeJ","2019-04-22","2019-04-22T09:21:14Z","Enimay","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Floral","Canvas Lace Up Flat Slip On Boat Comfy Round Toe Sneaker Tennis Shoe Denim Blue Size 5.5",,"Online only"
"AWpEagUH0U_gzG0hgshY","2019-04-22","2019-04-22T09:21:09Z","Softspots","Clothing,Shoes,Womens Shoes,All Womens Shoes","Navy Chocolate","Softspots Womens Posie Leather Closed Toe Loafers",,"Online only: 35% off"
"AWpEZqQK0U_gzG0hgr1u","2019-04-22","2019-04-22T09:21:08Z","Softspots","Clothing,Shoes,Womens Shoes,All Womens Shoes","Smoke Suede","Softspots Womens Posie Leather Closed Toe Loafers",,"Online only: 49% off"
"AWpEaiVpM263mwCq7tmP","2019-04-22","2019-04-22T09:21:06Z","Aerosoles","Clothing,Shoes,Womens Shoes,All Womens Shoes","Denim Combo Fabric","Women's Aerosoles Smart Start Boat Shoe",,"Online only"
"AWpEk9RXAGTnQPR7s9Nm","2019-04-22","2019-04-22T09:21:05Z","Aerosoles","Clothing,Shoes,Womens Shoes,All Womens Shoes","Denim Combo Fabric","Women's Aerosoles Smart Start Boat Shoe",,"Online only"
"AWpEY3U1AGTnQPR7s4ln","2019-04-22","2019-04-22T09:21:01Z","Franco Sarto","Clothing,Shoes,Womens Shoes,All Womens Shoes","Blue 400","Franco Sarto Womens Fabrina Leather Pointed Toe Loafers",,"Online only: 48% off"
"AWpEcHMP0U_gzG0hgtt4","2019-04-22","2019-04-22T09:20:45Z","BETTIE PAGE","Clothing,Shoes,Womens Shoes,All Womens Shoes","PEACH","BETTIE PAGE BP320-BETTIE Women's 3 Heel Spool Heels Thin Strap Retro Mary Jane",,"Online only"
"AWpEXVOtAGTnQPR7s3rI","2019-04-22","2019-04-22T09:20:29Z","Ellie Shoes","Clothing,Shoes,Womens Shoes,All Womens Shoes","Purple","511-BRANDE, 5'' Heel Pump Shoes",,"Online only"
"AWpEc9Ae0U_gzG0hguG9","2019-04-22","2019-04-22T09:19:19Z","Brinley Co.","Clothing,Shoes,Womens Shoes,All Womens Shoes","Gold","Brinley Co. Women's Faux Leather Stacked Heel Side Zip Booties",,"Online only: 53% off"
"AWpEZt860U_gzG0hgr5g","2019-04-22","2019-04-22T09:15:49Z","Skechers","Clothing,Shoes,Womens Shoes,All Womens Shoes","TAUPE","Skechers Womens Relaxed Fit: Breathe Easy",,"Online only"
"AWpEXk2jM263mwCq7rgK","2019-04-22","2019-04-22T09:12:34Z","Luichiny","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Imi Patent","Women's Luichiny Gear Up",,"Online only: 53% off"
"AWpEZsh2AGTnQPR7s5QT","2019-04-22","2019-04-22T09:11:23Z","L'Artiste by Spring Step","Clothing,Shoes,Womens Shoes,All Womens Shoes","Camel Multi Leather","Women's L'Artiste by Spring Step Tonisha Ankle Strap Sandal",,"Online only"
"AWpEli5aJbEilcB6OQdt","2019-04-22","2019-04-22T09:11:09Z","Easy Spirit","Clothing,Shoes,Womens Shoes,All Womens Shoes","Bronze","Easy Spirit Womens Ixia Leather Open Toe Casual Espadrille Sandals",,"Online only"
"AWpEeGzZM263mwCq7vVR","2019-04-22","2019-04-22T09:09:39Z","Aerosoles","Clothing,Shoes,Womens Shoes,All Womens Shoes","Taupe Faux Leather/Elastic","Women's A2 by Aerosoles Above All Ankle Boot",,"Online only: 50% off"
"AWpElRX90U_gzG0hgv67","2019-04-22","2019-04-22T09:02:48Z","Vasque","Clothing,Shoes,Womens Shoes,All Womens Shoes","Red Mahogany, Jet Black","Vasque Women's Eriksson GTX Burgundy Hiking Boot 7.5 W",,"Online only"
"AWpEbhboAGTnQPR7s6qW","2019-04-22","2019-04-22T09:01:01Z","Steve Madden","Clothing,Shoes,Womens Shoes,All Womens Shoes","Silver","Steve Madden Women's Tria Leather Silver Ankle-High Fashion Sneaker - 8M",,"Online only: 78% off"
"AWpENTwg0U_gzG0hgpe3","2019-04-22","2019-04-22T08:18:39Z","Brinley Co.","Clothing,Shoes,Womens Shoes,All Womens Shoes","Taupe","Women's Over-the-knee High Heel Faux Suede Boots",,"Online only"
"AWpEJVuqM263mwCq7pEy","2019-04-22","2019-04-22T08:18:31Z","Aerosoles","Womens Shoes,Clothing,All Womens Shoes,Shoes","White","women's aerosoles square foot riding boot",,"Online only"
"AWpELYBcM263mwCq7p1d","2019-04-22","2019-04-22T08:18:29Z","Guess","Womens Shoes,Clothing,All Womens Shoes,Shoes","Olive","Guess Womens Calene Satin Open Toe Over-The-Knee Boots",,"Online only"
"AWpEKn_dM263mwCq7pgz","2019-04-22","2019-04-22T08:18:28Z","Guess","Womens Shoes,Clothing,All Womens Shoes,Shoes","Light Natural Satin","Guess Womens Calene Satin Open Toe Over-The-Knee Boots",,"Online only"
"AWpELf2R0U_gzG0hgox5","2019-04-22","2019-04-22T08:18:26Z","guess","Womens Shoes,Clothing,All Womens Shoes,Shoes","Dark Green Fabric","guess womens calene satin peep toe over knee fashion boots",,"Online only"
"AWpENmn5JbEilcB6OJ8p","2019-04-22","2019-04-22T08:18:24Z","L4L by Lust for Life","Clothing,Shoes,Womens Shoes,All Womens Shoes","Burgundy Floral Velvet","L4L by Lust for Life Womens Andie Velvet Block Heel Over-The-Knee Boots",,"Online only"
"AWpEJSy4AGTnQPR7s1Tf","2019-04-22","2019-04-22T08:18:24Z","Aerosoles","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","Women's Aerosoles West Side Over-the-Knee Boot",,"Online only"
"AWpELE6IAGTnQPR7s1-K","2019-04-22","2019-04-22T08:18:18Z","Carlos","Womens Shoes,Clothing,All Womens Shoes,Shoes","Pink Blush Microfiber","women's carlos by carlos santana melody knee high boot",,"Online only"
"AWpELw320U_gzG0hgo5w","2019-04-22","2019-04-22T08:18:18Z","Carlos","Womens Shoes,Clothing,All Womens Shoes,Shoes","White","women's carlos by carlos santana melody knee high boot",,"Online only"
"AWpEKaVpJbEilcB6OIrW","2019-04-22","2019-04-22T08:18:14Z","Franco Sarto","Clothing,Shoes,Womens Shoes,All Womens Shoes","Peat","Franco Sarto Womens Katie Faux Leather Over-The-Knee Dress Boots",,"Online only"
"AWpELgTk0U_gzG0hgoyH","2019-04-22","2019-04-22T08:18:13Z","Steve Madden","Clothing,Shoes,Womens Shoes,All Womens Shoes","Cognac","Steve Madden Womens 'Olivee' Knee-High B",,"Online only"
"AWpENzuM0U_gzG0hgpqb","2019-04-22","2019-04-22T08:18:12Z","Franco Sarto","Clothing,Shoes,Womens Shoes,All Womens Shoes","Charcoal Grey Lux Brush Suede","women's franco sarto hespiria over-the-knee boot",,"Online only"
"AWpEKTg2AGTnQPR7s1qB","2019-04-22","2019-04-22T08:18:09Z","Ann Creek","Clothing,Shoes,Womens Shoes,All Womens Shoes","Camel","Ann Creek Women's 'Delica' Over-the-Knee Slouch Boots",,"Online only: 32% off"
"AWpEKyazJbEilcB6OI1Q","2019-04-22","2019-04-22T08:17:54Z","Rialto","Womens Shoes,Clothing,All Womens Shoes,Shoes","Black Stretch/Suedette","Rialto Womens Calla Faux Suede Tall Over-The-Knee Boots",,"Online only: 63% off"
"AWpEMko3JbEilcB6OJhR","2019-04-22","2019-04-22T08:17:47Z","Brinley Co.","Clothing,Shoes,Womens Shoes,All Womens Shoes","Stone","Women's Faux Leather Wide Calf Over-the-knee Lace-up Brogue Boots",,"Online only: 67% off"
"AWpEI_j6JbEilcB6OILM","2019-04-22","2019-04-22T08:17:47Z","Brinley Co.","Clothing,Shoes,Womens Shoes,All Womens Shoes","Brown","Women's Faux Leather Wide Calf Over-the-knee Lace-up Brogue Boots",,"Online only: 67% off"
"AWpEKwvgM263mwCq7pka","2019-04-22","2019-04-22T08:17:46Z","Brinley Co.","Clothing,Shoes,Womens Shoes,All Womens Shoes","Brown","Womens Faux Leather Over-the-knee Lace-up Brogue Boots",,"Online only: 67% off"
"AWpELKO2M263mwCq7pvi","2019-04-22","2019-04-22T08:17:41Z","Brinley Co.","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Womens Wide Calf Faux Leather Faux Lace-up Over-the-knee Boots",,"Online only: 42% off"
"AWpEKiB5M263mwCq7peU","2019-04-22","2019-04-22T08:17:40Z","Brinley Co.","Clothing,Shoes,Womens Shoes,All Womens Shoes","Grey","Womens Wide Calf Faux Leather Faux Lace-up Over-the-knee Boots",,"Online only: 42% off"
"AWpEJoz50U_gzG0hgoEr","2019-04-22","2019-04-22T08:17:40Z","Brinley Co.","Clothing,Shoes,Womens Shoes,All Womens Shoes","Taupe","Womens Wide Calf Faux Leather Faux Lace-up Over-the-knee Boots",,"Online only: 42% off"
"AWpEJQ1Z0U_gzG0hgn8q","2019-04-22","2019-04-22T08:10:54Z","Tretorn","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","Tretorn Women's Tournet Cotton Net Sneaker",,"Online only: 24% off"
"AWpEKBKWAGTnQPR7s1kk","2019-04-22","2019-04-22T08:10:33Z","FOREVER","Womens Shoes,Clothing,All Womens Shoes,Shoes","WHITE","Forever FM99 Girl's Glitter Lace Up White Sole Street Sneakers",,"Online only"
"AWpEMtJAM263mwCq7qVW","2019-04-22","2019-04-22T08:10:33Z","FOREVER","Womens Shoes,Clothing,All Womens Shoes,Shoes","BLACK","Forever FM99 Girl's Glitter Lace Up White Sole Street Sneakers",,"Online only"
"AWpEKnyeJbEilcB6OIw2","2019-04-22","2019-04-22T08:10:27Z","Tretorn","Clothing,Shoes,Womens Shoes,All Womens Shoes","Rubino / White","Tretorn Women's Marley Hi 4 Velvet Rubino / White High-Top Fashion Sneaker - 8M",,"Online only: 76% off"
"AWpEJnTWAGTnQPR7s1ac","2019-04-22","2019-04-22T08:10:27Z","Tretorn","Clothing,Shoes,Womens Shoes,All Womens Shoes","Rubino / White","Tretorn Women's Marley Hi 4 Velvet Rubino / White High-Top Fashion Sneaker - 8M",,"Online only"
"AWpEM3oYJbEilcB6OJpx","2019-04-22","2019-04-22T08:10:22Z","Dolce Vita","Clothing,Shoes,Womens Shoes,All Womens Shoes","Anthraciteandnbsp","Dolce Vita Seema Women's",,"Online only"
"AWpEKM7oM263mwCq7pWn","2019-04-22","2019-04-22T08:03:40Z","easy-street","Clothing,Shoes,Womens Shoes,All Womens Shoes","Silver Satin/Easy Flex Dance Sole","easy street cecilia round toe synthetic mary janes",,"Online only"
"AWpELkJ5AGTnQPR7s2LA","2019-04-22","2019-04-22T08:02:39Z","Circus by Sam Edelman","Clothing,Shoes,Womens Shoes,All Womens Shoes","Bright White","Women's Circus by Sam Edelman Oriel Slide Sandals",,"Online only"
"AWpDxGUFM263mwCq7mpJ","2019-04-22","2019-04-22T06:33:18Z","SummitFashions","Clothing,Shoes,Womens Shoes,All Womens Shoes","Fuchsia","6 Inch Sexy High Heel Shoes Fetish Pump Shoes 9 Colors",,"Online only: 21% off"
"AWpD3mo3M263mwCq7nSr","2019-04-22","2019-04-22T06:32:23Z","Trotters","Clothing,Shoes,Womens Shoes,All Womens Shoes","Burgundy Soft Tumbled Leather","Women's Liz Tumbled Flat",,"Online only: 40% off"
"AWpDz8HT0U_gzG0hgmCO","2019-04-22","2019-04-22T06:32:03Z","Trotters","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black Perf Leather","Trotters Womens Shoes Flats Size 10 New",,"Online only"
"AWpDw9BHAGTnQPR7sy1H","2019-04-22","2019-04-22T06:30:40Z","Qupid","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Qupid Milia 63 Womens Lace Up Lycra Boot",,"Online only"
"AWpDuyCOAGTnQPR7syZs","2019-04-22","2019-04-22T06:23:58Z","SoftWalk","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black leather","Women's SoftWalk Cazadero Gladiator Sandal",,"Online only"
"AWpDYO5iJbEilcB6OCSa","2019-04-22","2019-04-22T04:20:14Z","New Balance","Clothing,Shoes,Womens Shoes,All Womens Shoes","Fe","New Balance Women's Ws247 Ff Ankle-High Fashion Sneaker - 6.5M",,"Online only"
"AWpDWZqRAGTnQPR7suQS","2019-04-22","2019-04-22T04:17:39Z","under-armour","Clothing,Shoes,Womens Shoes,All Womens Shoes","White","under armour micro g speed swift women's running shoes - 10 - blue",,"Online only"
"AWpDYPHvAGTnQPR7svVs","2019-04-22","2019-04-22T04:17:39Z","Mizuno","Clothing,Shoes,Womens Shoes,All Womens Shoes","SAMBA-WHITE","Mizuno Women's Wave Catalyst 2 Running Shoe",,"Online only: 50% off"
"AWpDXySvAGTnQPR7svHT","2019-04-22","2019-04-22T04:17:36Z","mizuno","Womens Shoes,Clothing,All Womens Shoes,Shoes","White","wave sonic womens - mizuno",,"Online only"
"AWpDSlSbM263mwCq7gH3","2019-04-22","2019-04-22T04:17:35Z","Brinley Co.","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","Womens Comfort Wide Calf Side Zipper Riding Boot",,"Was 99.99"
"AWpDWGen0U_gzG0hggoq","2019-04-22","2019-04-22T04:17:32Z","Pleaser","Clothing,Shoes,Womens Shoes,All Womens Shoes","White Stretch Patent and White","Adore-3000, 6 1/2'' Plain Stretch Thigh Boot",,"Online only"
"AWpDU5bF0U_gzG0hgf9H","2019-04-22","2019-04-22T04:17:31Z","New Balance","Clothing,Shoes,Womens Shoes,All Womens Shoes","Porcelain Blue","New Balance Women's 880V8, Blue/Light Blue, 7 2E US",,"Online only"
"AWpDXnyX0U_gzG0hghlM","2019-04-22","2019-04-22T04:17:30Z","Saucony","Clothing,Shoes,Womens Shoes,All Womens Shoes","White Noise","Saucony Women's Freedom ISO 2, White Noise, 7 B US",,"Online only"
"AWpDU30x0U_gzG0hgf8L","2019-04-22","2019-04-22T04:17:29Z","Reebok","Clothing,Shoes,Womens Shoes,All Womens Shoes","Ironstone/Chalk/Mystic Grey/Silver Metallic","Reebok Crossfit Grace TR Running Shoe - Womens",,"Online only"
"AWpDWu6OAGTnQPR7suck","2019-04-22","2019-04-22T04:17:29Z","Reebok","Clothing,Shoes,Womens Shoes,All Womens Shoes","Shell Pink/Chalk/Sandy Rose/Silver Metallic","Reebok Crossfit Grace TR Running Shoe - Womens",,"Online only"
"AWpDV02PJbEilcB6OA17","2019-04-22","2019-04-22T04:17:28Z","Reebok","Womens Shoes,Clothing,All Womens Shoes,Shoes","Dreamy Blue/Blue Slate/Sl","Reebok Women's Driftium Running Shoe",,"Online only"
"AWpDUXKe0U_gzG0hgftu","2019-04-22","2019-04-22T04:17:28Z","Skechers","Clothing,Shoes,Womens Shoes,All Womens Shoes","Navy / Teal","Skechers Women's Go Run Mojo - Verve Navy / Teal Ankle-High Running Shoe 9M",,"Online only: 50% off"
"AWpDWZbJAGTnQPR7suQG","2019-04-22","2019-04-22T04:17:27Z","Unique Bargains","Womens Shoes,Clothing,All Womens Shoes,Shoes","Blue","Women Contrast Color PU Panel Mesh Training Shoes",,"Online only: 50% off"
"AWpDYDIxAGTnQPR7svRk","2019-04-22","2019-04-22T04:17:27Z","Unique Bargains","Womens Shoes,Clothing,All Womens Shoes,Shoes","Black","Women Contrast Color PU Panel Mesh Training Shoes",,"Online only: 51% off"
"AWpDYRCAAGTnQPR7svWj","2019-04-22","2019-04-22T04:17:27Z","Unique Bargains","Womens Shoes,Clothing,All Womens Shoes,Shoes","Blue","Women Contrast Color PU Panel Mesh Training Shoes",,"Online only: 51% off"
"AWpDXVHgM263mwCq7ikU","2019-04-22","2019-04-22T04:17:27Z","Unique Bargains","Womens Shoes,Clothing,All Womens Shoes,Shoes","Gray","Women Contrast Color PU Panel Mesh Training Shoes",,"Online only: 50% off"
"AWpDWg-hJbEilcB6OBRE","2019-04-22","2019-04-22T04:17:27Z","Unique Bargains","Womens Shoes,Clothing,All Womens Shoes,Shoes","Gray","Women Contrast Color PU Panel Mesh Training Shoes",,"Online only: 51% off"
"AWpDVOzs0U_gzG0hggID","2019-04-22","2019-04-22T04:17:25Z","Floral","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","FLORAL Jenni Women's Wide Width Evening Dress Shoes for Wedding, Prom, Dinner BLACK 9",,"Online only"
"AWpDWv7oM263mwCq7iMD","2019-04-22","2019-04-22T04:17:25Z","Callisto","Clothing,Shoes,Womens Shoes,All Womens Shoes","Grey Suede","Callisto Women's Advisor Camel Pump - 11M",,"Online only"
"AWpDXudzAGTnQPR7svEf","2019-04-22","2019-04-22T04:17:25Z","Floral","Clothing,Shoes,Womens Shoes,All Womens Shoes","Black","FLORAL Nancy Women's Wide Width Evening Dress Shoes for Wedding, Prom, Dinner BLACK 9",,"Online only"
"AWpDWZUyAGTnQPR7suP9","2019-04-22","2019-04-22T04:17:25Z","Jambu","Clothing,Shoes,Womens Shoes,All Womens Shoes","Gray","JBU by Jambu Edith Women Round Toe Synthetic Gray Winter Boot",,"Online only"
"AWpDUrq5JbEilcB6OAMg","2019-04-22","2019-04-22T04:17:24Z","Bogs","Clothing,Shoes,Womens Shoes,All Womens Shoes","Eggplant Multi","Bogs Boots Womens Pull On Charlie Melange WP Slip Resistant 72034",,"Online only"
"AWpDX2B0AGTnQPR7svKD","2019-04-22","2019-04-22T04:17:24Z","Unique Bargains","Womens Shoes,Clothing,All Womens Shoes,Shoes","Purple","PYPE Women Contrast Sole Breathable Mesh Running Shoes",,"Online only: 50% off"
"AWpDWJkUM263mwCq7h07","2019-04-22","2019-04-22T04:17:24Z","Skechers","Womens Shoes,Clothing,All Womens Shoes,Shoes","Navy / White","Skechers Women's Go Run 600 - Obtain Navy / White Ankle-High Running Shoe 8M",,"Online only: 42% off"
"AWpDUsES0U_gzG0hgf3X","2019-04-22","2019-04-22T04:17:24Z","Unique Bargains","Womens Shoes,Clothing,All Womens Shoes,Shoes","Black","PYPE Women Contrast Sole Breathable Mesh Running Shoes",,"Online only: 50% off"
"AWpDXYgwJbEilcB6OB1E","2019-04-22","2019-04-22T04:17:23Z","Easy Street","Womens Shoes,Clothing,All Womens Shoes,Shoes","Brown Burnished Polyurethane","Easy Street Calm Open Toe Synthetic Slides Sandal",,"Online only"
"AWpDXCd-M263mwCq7iX8","2019-04-22","2019-04-22T04:17:23Z","Saucony","Clothing,Shoes,Womens Shoes,All Womens Shoes","Aqua / Violet","Saucony Women's Breakthru 4 Aqua / Violet Ankle-High Running Shoe - 8M",,"Online only: 43% off"
"AWpDXw-rAGTnQPR7svGR","2019-04-22","2019-04-22T04:17:17Z","Brooks","Clothing,Shoes,Womens Shoes,All Womens Shoes","Maroon/Teal","Brooks Ghost 10 - Womens",,"Online only"
"AWpDTA-fM263mwCq7gUQ","2019-04-22","2019-04-22T04:17:17Z","SummitFashions","Clothing,Shoes,Womens Shoes,All Womens Shoes","BlackPatent","6 1/2 Inch Womens Sexy High Heeled Shoes Platform Slide Shoes 4 COLORS!",,"Online only: 28% off"
"AWpDXkMnM263mwCq7isR","2019-04-22","2019-04-22T04:17:16Z","ellie","Clothing,Shoes,Womens Shoes,All Womens Shoes","Gold","6 Inch Sexy Womens Knee Boots Curved Pattern Criss Cross Cut Out Boots",,"Online only: 29% off"
"AWpDWX6P0U_gzG0hggzw","2019-04-22","2019-04-22T04:17:12Z","Under Armour","Clothing,Shoes,Womens Shoes,All Womens Shoes","True Ink/Blue Infinity/White","Women's Under Armour Charged Bandit 3 Running Shoe",,"Online only: 14% off"
"AWpDYbpz0U_gzG0hgiCd","2019-04-22","2019-04-22T04:17:10Z","PUMA","Clothing,Shoes,Womens Shoes,All Womens Shoes","Blue Coral","PUMA Women's Blur Running Shoes",,"Online only"
"AWpDYQ2p0U_gzG0hgh8J","2019-04-22","2019-04-22T04:17:09Z","Asics","Clothing,Shoes,Womens Shoes,All Womens Shoes","Diva Pink / Silver / Coral Pink","Asics Women's Gel-Quantum 180 2 Diva Pink / Silver Coral Ankle-High Running Shoe - 12M",,"Online only"
"AWpDXsuTJbEilcB6OCBE","2019-04-22","2019-04-22T04:17:09Z","Mizuno","Clothing,Shoes,Womens Shoes,All Womens Shoes","Monument/Aquarius","Women's Mizuno Wave Horizon 2 Running Shoe",,"Online only"
"AWpDYV5pM263mwCq7jI_","2019-04-22","2019-04-22T04:17:07Z","New Balance","Clothing,Shoes,Womens Shoes,All Womens Shoes","Go4","New Balance Women's W840 Sp2 Ankle-High Running Shoe - 5.5W",,"Online only: 31% off"
